timestamp,tmp2m,td2m,u10m,v10m,dswrad,dlwrad,uswrad,ulwrad,h2m,sbcape,mlcape,mucape,sbcin,mlcin,mucin,gust,hcld,mcld,lcld,hgt1000,hgt850,hgt500,hgt0c,hgt0covg,lcl,mslp,pwat,pwatll,td850,h850,h700,sncpc,t1000,t950,t850,t700,t500,u850,v850,u500,v500,ts010,vegpc,mstdiv,prec01,prec06,snow01,snow06,dswrad06,dlwrad06,uswrad06,ulwrad06
2490742000,282.8,273.6,1.8,0.1,0.0,267.8,0.0,354.1,52.8,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,209.4,1553.7,5706.8,2663.1,2519.7,1552.0,102524.3,9.6,1.2,266.3,38.8,14.3,0.0,284.7,283.6,279.3,270.8,252.9,-2.5,-2.2,-4.7,2.2,282.7,42.4,0.0,0.0,0.0,0.0,0.0,0.0,1902.5,0.0,2567.4
